Commit SHA,Java File,Old function signature,New function signature
12c0a9f94264c711cb0c7b81d8f309e2bc57416a,"dubbo-cluster/dubbo-cluster-api/src/main/java/com/alibaba/dubbo/rpc/cluster/loadbalance/RoundRobinLoadBalance.java","Invoker<T>:doSelect:List<Invoker<T>>,Invocation","Invoker<T>:doSelect:List<Invoker<T>>,URL,Invocation"
09e9b9eba97f11b607d23f384bbccb2e538c8137,"dubbo-cluster/src/main/java/com/alibaba/dubbo/rpc/cluster/LoadBalance.java","Invoker<T>:select:List<Invoker<T>>,Invocation","Invoker<T>:select:List<Invoker<T>>,URL,Invocation"
09e9b9eba97f11b607d23f384bbccb2e538c8137,"dubbo-cluster/src/main/java/com/alibaba/dubbo/rpc/cluster/Router.java","List<Invoker<T>>:route:List<Invoker<T>>,Invocation","List<Invoker<T>>:route:List<Invoker<T>>,URL,Invocation"
09e9b9eba97f11b607d23f384bbccb2e538c8137,"dubbo-cluster/src/main/java/com/alibaba/dubbo/rpc/cluster/loadbalance/AbstractLoadBalance.java","Invoker<T>:select:List<Invoker<T>>,Invocation","Invoker<T>:select:List<Invoker<T>>,URL,Invocation"
09e9b9eba97f11b607d23f384bbccb2e538c8137,"dubbo-cluster/src/main/java/com/alibaba/dubbo/rpc/cluster/router/MockInvokersSelector.java","List<Invoker<T>>:route:List<Invoker<T>>,Invocation","List<Invoker<T>>:route:List<Invoker<T>>,URL,Invocation"
4e98f4433a22380e185b2897169bb3030a82990e,"dubbo-cache/src/main/java/com/alibaba/dubbo/cache/support/AbstractCacheFactory.java","Cache:createCache:URL","Cache:createCache:URL,Invocation"
4e98f4433a22380e185b2897169bb3030a82990e,"dubbo-cache/src/main/java/com/alibaba/dubbo/cache/support/jcache/JCacheFactory.java","Cache:createCache:URL","Cache:createCache:URL,Invocation"
4e98f4433a22380e185b2897169bb3030a82990e,"dubbo-cache/src/main/java/com/alibaba/dubbo/cache/support/lru/LruCacheFactory.java","Cache:createCache:URL","Cache:createCache:URL,Invocation"
4e98f4433a22380e185b2897169bb3030a82990e,"dubbo-cache/src/main/java/com/alibaba/dubbo/cache/support/threadlocal/ThreadLocalCacheFactory.java","Cache:createCache:URL","Cache:createCache:URL,Invocation"
193dc91bc4e143774c7fe4d7be7cc3cb61d03d06,"dubbo-config/src/main/java/com/alibaba/dubbo/config/LocalServiceStore.java","void:register:String","void:register:URL,Exporter<?>"
cfad0541966e06e427052611aff2d3826419ebef,"dubbo-common/src/main/java/com/alibaba/dubbo/common/utils/ReflectUtils.java","Object:getEmptyObject:Class<?>","Object:getEmptyObject:Class<?>,Map<Class<?>,Object>,int"
36ce4efa746541f3253d4f751cd2aed392e0103a,"dubbo-config/src/test/java/com/alibaba/dubbo/config/validation/ValidationService.java","void:delete:long","void:delete:long,String"
36ce4efa746541f3253d4f751cd2aed392e0103a,"dubbo-config/src/test/java/com/alibaba/dubbo/config/validation/ValidationServiceImpl.java","void:delete:long","void:delete:long,String"
44ed13422e9b0148268ffb5f8717fa0b35a8fc8b,"dubbo-rpc/src/test/java/com/alibaba/dubbo/rpc/support/MockInvocation.java","String:getAttachment:String","String:getAttachment:String,String"
d82f9b27e115799e726de6c700dd9eb933929691,"dubbo-rpc/src/main/java/com/alibaba/dubbo/rpc/Invocation.java","String:getAttachment:String","String:getAttachment:String,String"
73fec1598a822c6c683194e30be5c6739d0c2891,"dubbo-common/src/main/java/com/alibaba/dubbo/common/utils/PojoUtils.java","Object[]:realize:Object[],Class<?>[]","Object[]:realize:Object[],Class<?>[],Type[]"
fdcf780cbe554bd4437c99d1b8f7939dcb4d8070,"dubbo-config/src/main/java/com/alibaba/dubbo/config/AbstractConfig.java","void:appendProperties:Object","void:appendProperties:AbstractConfig,String"
ce46424c3bf21b1b59c8e08753cd9da7a49f1754,"dubbo-registry/src/main/java/com/alibaba/dubbo/registry/support/AbstractRegistryService.java","void:register:URL,NotifyListener","void:register:String,URL,NotifyListener"
ce46424c3bf21b1b59c8e08753cd9da7a49f1754,"dubbo-registry/src/main/java/com/alibaba/dubbo/registry/support/AbstractRegistryService.java","void:unregister:URL,NotifyListener","void:unregister:String,URL,NotifyListener"
ce46424c3bf21b1b59c8e08753cd9da7a49f1754,"dubbo-registry/src/main/java/com/alibaba/dubbo/registry/support/SimpleRegistryService.java","void:register:String,URL","void:register:String,URL,NotifyListener"
ce46424c3bf21b1b59c8e08753cd9da7a49f1754,"dubbo-registry/src/main/java/com/alibaba/dubbo/registry/support/SimpleRegistryService.java","void:unregister:String,URL","void:unregister:String,URL,NotifyListener"
365dbe07a013d85359beabdd68e0093502cb4b91,"dubbo-config/src/test/java/com/alibaba/dubbo/config/support/MockRegistry.java","void:register:URL","void:register:URL,NotifyListener"
365dbe07a013d85359beabdd68e0093502cb4b91,"dubbo-config/src/test/java/com/alibaba/dubbo/config/support/MockRegistry.java","void:unregister:URL","void:unregister:URL,NotifyListener"
